temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
11.19,41,1022.8,0,0,4.5,15,0,0,756.5,28.66,154.72,31.56,154.31,28.19,155.07,31.68,17.06481,35.868594,158.38968,2962.5103
13.9,35,1021.6,0,0,0,0,0,0,827.7,28.16,147.53,31.06,147.78,27.78,148.78,31.32,12.158329,34.128335,184.2194,2949.8447
14.6,35,1021.5,0,0,0,0,0,0,857.07,29.46,144.95,32.85,145.27,29.26,145.53,34.2,20.786043,37.386449,209.15567,2717.1814
15.21,30,1021.1,0,0,0,0,0,0,820.58,30.17,144.22,34.07,144.46,30.26,145.18,32.76,34.244087,44.554355,229.20305,2269.9887
15.3,26,1020.6,0,0,0,0,0,0,735.14,30.6,143.13,35.07,144.19,30.47,144.62,37.44,48.620384,54.040738,244.45748,1544.4435
14.96,28,1020.8,0,0,0,0,0,0,603.42,31.26,147.23,36.75,147.4,31.67,148.48,37.8,63.271466,64.717972,256.58149,640.28904
14.06,31,1021.5,0,0,0,0,0,0,432.54,30.95,150.75,37.87,151,31.58,151.39,32.4,76.056338,74.404093,265.70212,39.576705
0.49,87,1028.5,0,0,6,0,0,6,0,41.56,162.35,57.18,159.74,42.14,163.11,64.08,102.71848,94.453368,76.434655,34.521546
0.6,89,1028.4,0,0,22,0,0,22,0,42.01,162.03,57.64,159.53,42.48,163.25,63,88.003783,83.366764,86.186088,470.38138
2.18,81,1028.4,0,0,25,0,0,25,96.12,44.07,162.9,57.27,160.54,43.96,163.35,63.36,73.26776,72.113368,96.066375,1204.6823
3.86,69,1027.6,0,0,13,0,10,13,288.36,45.32,165.74,57.66,164.05,45.06,167.07,58.68,58.550958,61.002016,106.8886,2088.991
6.09,51,1026.6,0,0,0,0,0,0,455.68,45.66,165.85,57.12,164.65,45.41,167.18,56.88,43.987846,50.579372,119.81399,2684.0389
6.66,43,1025.8,0,0,100,0,10,100,576.72,44.36,164.95,56.17,164,44.88,166.08,48.96,29.837493,41.63733,136.45214,2613.1881
7.66,42,1024.7,0,0,71,0,71,10,276.79,39.5,161.4,49.18,160.77,39.17,162.9,46.08,17.269399,35.490859,158.32543,1153.9587
11.09,41,1023.5,0,0,100,0,100,0,813.46,39.4,160.24,46.69,160.17,39.62,160.91,41.4,12.517244,33.76003,184.38067,631.14707
12.05,36,1023,0,0,100,0,100,0,675.51,37.04,158.92,43.99,158.9,37.25,159.64,38.52,21.050278,37.065781,209.49109,335.64778
11.69,36,1022.3,0,0,100,6,100,0,455.68,33.43,157.85,40.38,158.01,33.63,158.65,34.56,34.429888,44.289428,229.59342,128.5947
12.69,34,1021.5,0,0,100,0,100,5,415.63,35.31,156.57,42.4,156.48,35.64,156.8,34.56,48.767577,53.817406,244.83968,60.467734
12.3,38,1021,0,0,100,88,100,0,325.74,33.5,151.78,41.06,152.31,34.29,153.17,34.56,63.395698,64.51902,256.94146,15.597349
2.71,64,1026.1,0,0,100,100,100,100,0,36.06,165.55,48.17,163.05,37.02,166.5,45,101.08204,92.941944,77.240423,4.6546099
1.93,83,1026.6,2.2,0,100,100,100,100,0,32.27,169.07,43.83,165.74,32.69,168.57,37.8,87.970827,83.080206,85.943995,43.979559
2.42,88,1027.1,3.2,0,100,100,100,100,18.69,27.07,166.15,37.73,164.51,26.98,166.89,34.92,73.244494,71.819333,95.814683,119.72227
2.89,88,1026.6,1.1,0,100,100,100,100,52.51,28.91,175,38.72,174.13,29.96,175.87,40.32,58.546622,60.697624,106.62938,188.40683
2.95,86,1026.8,0.7,0,100,100,100,100,101.46,29.12,171.47,38.13,169.11,29.48,171.57,39.24,44.013111,50.255011,119.55964,217.60286
3.37,84,1026.8,0.7,0,100,100,100,100,130.83,28.73,164.74,37.14,163.67,28.99,165.62,37.8,29.91797,41.284927,136.24478,570.19271
3.77,82,1026.2,0.1,0,100,100,100,100,280.35,28.2,165.96,34.23,165.38,28.12,166.68,32.4,17.478879,35.115418,158.25911,870.88454
4.86,82,1025.5,1.9,0,100,100,100,100,231.4,23.23,167.47,28.47,166.84,23.58,167.66,25.56,12.875291,33.393895,184.54275,526.54606
3.39,88,1025.4,1.6,0,100,100,100,100,68.53,19.47,160.56,24.94,159.73,19.35,161.57,27.36,21.31572,36.747496,209.82843,651.51471
7.57,74,1023.2,0.2,0,100,100,100,2,504.63,24.99,168.37,28.53,169.82,25.21,170.13,24.12,34.616752,44.026793,229.98448,351.27395
8.68,72,1022.3,0,0,100,86,100,67,607.87,30.3,170.43,35.04,170.54,30.66,170.54,30.6,48.915091,53.595937,245.22131,179.46546
8.59,75,1022.2,0,0,40,0,0,40,555.36,30.1,173.13,35.5,173.6,30.81,173.29,28.8,63.519606,64.321418,257.30011,6.5775
8.97,73,1022.1,0,0,100,0,0,100,421.86,27.72,180,32.4,180,28.44,179.27,27.72,75.169865,73.17902,265.6402,42.4
2.9,96,1024.8,0,0,100,0,0,100,0,19.2,173.54,26.99,170.79,19.92,173.77,18.36,86.476751,81.689692,86.669932,12.066319
4.74,86,1024.8,0,0,79,0,0,79,102.35,19.16,174.61,24.61,174.12,19.85,175.84,16.2,73.222911,71.52786,95.562972,364.30887
7.01,78,1024.6,0,0,35,0,0,35,294.59,17.34,175.24,19.85,175.84,17.7,175.33,13.68,58.544661,60.396031,106.36941,536.06592
9.49,69,1023.3,0,0,9,0,0,9,477.93,12.68,173.48,13.72,175.49,13.04,173.66,13.68,44.041632,49.933569,119.30349,1241.4112
10.62,65,1022.3,0,0,10,0,0,10,559.81,7.7,169.22,8.12,167.2,7.77,166.61,10.8,30.002931,40.93532,136.03462,1485.0609
11.39,60,1021.8,0,0,100,0,0,100,341.76,6.83,161.57,7.97,161.57,7.52,163.3,10.8,17.692931,34.742385,158.19056,1331.9139
4.36,98,1024.6,0,0,100,0,0,100,0.89,6.95,21.25,14.11,37.75,6.73,15.52,20.16,87.906873,82.512266,85.461337,5.07
7.81,83,1024.9,0,0,100,0,0,100,81.88,7.29,57.09,9.02,61.39,6.79,57.99,18,73.203074,71.239078,95.311257,236.61444
10.06,70,1023.4,0,0,100,100,100,0,299.93,14.26,45,15.82,48.69,14.51,46.01,14.04,58.545114,60.097365,106.1087,858.94361
11.74,61,1023.3,0,0,100,100,100,10,446.78,16.87,50.19,18.44,51.34,16.87,50.19,17.28,44.073411,49.61518,119.04554,1690.9292
13.15,55,1022.9,0,0,58,29,58,10,574.94,14.2,59.53,14.97,62.82,13.85,62.1,16.2,30.092292,40.588639,135.82156,2019.1516
12.58,55,1022.3,0,0,100,100,100,38,285.69,12.68,55.41,13.58,57.99,12.78,57.65,15.48,17.860486,34.350699,158.24428,2260.9511
14.71,50,1023.2,0,0,100,0,0,100,686.19,13.78,40.76,14.02,41.88,13.28,40.6,15.48,13.603499,32.673605,184.92635,2281.3451
15.45,48,1022.6,0,0,100,0,0,100,589.18,15.27,45,16.04,45.91,15.02,45.97,18,21.84911,36.118277,210.50821,1542.6034
16.01,46,1022.1,0,0,100,0,0,100,736.03,16.2,53.13,17.08,55.3,15.78,55.22,19.44,34.992885,43.508465,230.76793,1942.3521
15.17,47,1021.8,0,0,100,0,0,100,470.81,15.46,62.24,15.94,64.59,14.81,64.06,16.92,49.210486,53.158572,245.98215,1141.0547
15.95,44,1021.5,0,0,10,0,10,10,399.61,14.46,71.11,15.14,72,14,72.03,15.84,63.765953,63.93023,258.01282,379.04449
15.44,44,1021.2,0,0,10,0,10,10,354.22,14,72.03,15.38,73.69,14,72.03,14.76,78.454727,75.160374,268.37733,337.71405
14.51,47,1021.6,0,0,10,0,10,10,230.51,13.24,67.62,15.84,68.68,14.04,67.38,13.68,91.057028,84.776961,276.75015,103.1469
4.31,89,1026.7,0,0,0,0,0,0,0.89,15.27,171.87,31.55,163.43,17.46,171.7,27.72,87.876141,82.231306,85.220796,65.960544
8.81,78,1025.6,0,0,5,0,0,5,113.03,18.53,155.92,24.63,153.06,18.53,155.92,28.44,73.185034,70.953113,95.05956,497.70948
11.21,69,1024.9,0,0,10,0,0,10,302.6,23.11,142.59,27.5,142.98,23.4,143.13,30.24,58.548009,59.801752,105.84726,1161.8054
12.17,57,1025,0,0,0,0,0,0,473.48,26.16,145.65,29.35,146.5,25.76,146.98,32.04,44.108441,49.299971,118.78578,1907.7325
13.69,43,1024.6,0,0,0,0,0,0,647.92,27,143.13,30.39,143.67,26.57,144.37,32.04,30.185958,40.245016,135.60556,2411.2403
15.14,45,1023.3,0,0,0,0,0,0,765.4,26.16,145.65,28.86,146.71,26.06,147.41,32.4,18.133489,34.004005,158.04618,2834.7809
16.18,41,1023.6,0,0,0,0,0,0,835.71,24.41,142.79,26.5,143.29,23.98,144.16,29.52,13.942157,32.30935,185.03221,2716.8042
17.06,39,1023.5,0,0,0,0,0,0,852.62,24.66,146.31,26.87,147.59,24.27,147.72,31.32,22.116527,35.807448,210.85029,1899.5985
17.38,38,1022.7,0,0,10,0,10,10,808.12,25.26,147.22,27.97,148.15,25.19,149.04,32.76,35.181773,43.252812,231.15994,2207.8757
17.45,37,1022.4,0,0,10,0,10,10,687.08,26.14,141.71,29.3,142.99,26.21,142.82,32.4,49.358078,52.942677,246.36102,1833.8297
17.44,35,1021.9,0,0,10,0,10,10,561.59,25.21,136.74,28.79,137.53,25.23,137.89,30.96,63.795143,63.66581,258.29781,509.58389
16.93,35,1022.3,0,0,10,0,10,10,405.84,25.26,139.04,29.91,140.37,25.31,140.19,30.96,78.559075,74.975253,268.71064,265.89114
15.61,38,1022.1,0,0,0,0,0,0,231.4,23.51,139.97,31.04,142.07,25.13,141.98,28.08,91.871898,85.128604,277.55666,101.28682
6.59,58,1026.6,0,0,0,0,0,0,1.78,22.55,155.48,39.88,149.04,23.99,154.2,44.64,87.846391,81.952609,84.980806,82.4125
10.33,47,1026.4,0,0,0,0,0,0,118.37,23.04,151.03,33.35,147.34,23.04,151.03,38.16,73.168839,70.670084,94.80791,510.08038
13.25,38,1025.2,0,0,27,0,27,0,317.73,25.96,146.31,32.35,145.43,26.56,147.17,36.72,58.55337,59.509312,105.58512,1281.1426
15.2,33,1024.8,0,0,37,0,37,0,496.62,28.17,141.23,33.51,140.67,28.45,141.68,36.72,44.146705,48.98807,118.52422,1931.8267
16.91,30,1024.1,0,0,26,0,26,0,640.8,29.53,135.99,34.39,137.12,30.08,137.91,38.88,30.283825,39.904579,135.38655,2459.8269
18,29,1023.6,0,0,3,0,3,0,752.94,30.55,135.95,35.14,136.66,31.07,136.88,41.04,18.359366,33.638888,157.97007,2618.7294
17.49,34,1023.1,0,0,0,0,0,0,836.6,36.69,137.39,42.57,138.08,36.98,138.55,43.56,14.294713,31.952743,185.19592,2822.9876
18.33,33,1022.2,0,0,0,0,0,0,854.4,36.93,136.97,43.57,137.34,37.46,137.73,44.64,22.38409,35.499211,211.1936,2824.6611
18.34,33,1022.4,0,0,0,0,0,0,820.58,38.17,144.21,44.74,145.16,38.84,145.57,43.92,35.370963,42.99953,231.55187,2560.4028
18.1,34,1021.7,0,0,0,0,0,0,735.14,36.49,149.13,42.91,149.78,36.62,149.91,40.68,49.505415,52.728647,246.73864,2090.5022
17.96,37,1021.6,0,0,0,0,0,0,606.09,34.83,150.26,42.06,150.8,35.77,151.11,40.68,64.009565,63.544365,258.71845,1385.971
17.5,39,1021.8,0,0,0,0,0,0,436.99,34.65,150.77,42.84,151.93,35.28,151.34,41.4,78.66212,74.790998,269.04164,553.73389
16.32,43,1021.5,0,0,0,0,0,0,247.42,32.86,147.53,42.66,148.46,33.96,147.99,39.6,92.2177,85.133381,278.04645,51.609477
8.57,40,1023.6,0,0,100,21,100,0,2.67,32.7,159.37,45.33,157.1,33.71,160.02,50.04,87.817721,81.676349,84.741393,116.7187
10.28,37,1023.3,0,0,100,9,100,0,114.81,34.27,160.99,45.8,159.29,35.29,161.57,55.8,73.082078,70.334151,94.606247,396.93777
12.2,33,1022.7,0,0,100,16,100,0,297.26,36.32,160.31,46.27,159.03,37,160.68,53.28,58.604367,59.25298,105.289,552.3861
14.07,30,1022.3,0,0,100,24,100,0,465.47,38.05,156.59,46.57,155.81,38.24,157.3,43.92,44.188175,48.679598,118.26089,844.356
15.59,28,1021.2,0,0,100,91,100,0,629.23,39.93,153.2,48.46,153.05,40.57,153.66,45,30.385775,39.567453,135.1645,872.93688
16.79,29,1020,0,0,100,100,100,0,720.9,40.6,151.39,48.99,150.99,41.23,151.87,45.36,18.588562,33.276641,157.89119,508.06137
16.75,34,1020,0,0,100,100,100,0,584.73,36.39,152.93,44.28,152.39,36.71,153.18,42.12,14.645435,31.598734,185.35966,401.01774
18.29,31,1018.4,0,0,100,100,100,0,503.74,37.29,149.23,46,149.42,37.73,150.26,42.84,22.651561,35.193622,211.53795,418.90865
19.29,31,1017,0,0,100,100,100,0,503.74,39.93,154.36,49.44,154.55,40.91,155.01,46.08,35.560279,42.748644,231.94356,741.30156
19.91,32,1016.2,0,0,100,100,100,0,485.94,40.79,156.6,50.63,156.53,41.79,157.19,43.56,49.652368,52.516489,247.11484,992.71974
19.91,34,1015.6,0,0,40,100,40,0,520.65,41.05,158.39,50.61,158.73,41.92,159.39,46.8,64.130075,63.353433,259.06825,987.39323
19.45,35,1015.1,0,0,30,100,0,0,414.74,39.78,154.83,50.24,154.54,40.58,154.8,44.28,78.763779,74.607618,269.37021,330.06728
18.07,39,1014.8,0,0,30,100,0,0,249.2,37.55,147.53,49.34,147.82,38.96,148.22,45.72,92.652938,85.206455,278.59497,101.43341
6.69,75,1017.2,0,0,100,2,100,6,0.89,10.03,158.96,11.79,148.74,10.48,164.05,10.08,87.790216,81.402687,84.50259,5.8469444
10.03,66,1016.8,0,0,100,100,100,0,83.66,15.55,185.31,21.99,182.82,16.62,184.97,23.76,73.142127,70.113297,94.304898,107.88273
10.12,46,1015.8,0,0,100,100,100,89,186.01,19.48,152.49,23.02,153.03,18.51,153.43,26.28,58.571531,58.934417,105.05893,291.55472
11.04,39,1016.6,0,0,80,100,80,2,345.32,32.68,153.15,38.96,153.67,32.52,153.72,31.32,44.232816,48.374674,117.99581,208.4094
11.88,39,1016.2,0,0,100,100,100,0,403.17,27.06,146.94,31.37,148.13,27.17,147.99,25.92,30.491682,39.233763,134.93937,260.75373
10.17,54,1015.2,0,0,100,100,100,100,348.88,28.66,153.11,33.97,152.89,28.98,153.43,25.92,18.820769,32.917377,157.8094,671.30361
15.89,34,1014.9,0,0,0,0,0,0,841.05,14.8,138.95,15.31,138.81,14.34,141.12,11.88,14.994155,31.247413,185.52328,1111.4178
7.09,93,1013.4,0,0,100,9,100,100,0,2.31,308.66,7.1,329.53,1.8,323.13,5.04,102.36899,92.109203,74.551327,135.24753
7.2,94,1013.6,0,0,100,100,100,100,0.89,6.62,337.62,11.3,337.52,7.07,345.26,9.36,87.763948,81.13177,84.264436,362.05992
7.74,91,1014.3,0.3,0,100,10,32,100,36.49,6.11,315,7.79,303.69,5.9,307.57,9.72,73.131664,69.839756,94.053628,683.3875
9.34,82,1013.8,0.7,0,53,0,0,53,145.96,8.31,265.03,9.42,263.42,7.99,262.23,12.6,58.584332,58.652181,104.79496,559.78722
10.1,72,1014.2,0.6,0,65,0,65,56,204.7,15.48,287.59,17.65,286.59,15.14,288,19.08,44.280582,48.07341,117.72902,436.62698
9.73,76,1014.4,0.5,0,100,0,0,100,229.62,17.02,276.07,18.42,274.48,15.88,273.9,19.8,30.601412,38.903628,134.71115,397.92333
11.6,67,1013.9,0,0,100,0,10,100,342.65,18.67,289.13,20.61,289.38,17.65,290.28,21.96,19.055684,32.561209,157.72462,254.48179
11.56,70,1015.3,0.1,0,100,0,0,100,301.71,11.75,297.35,12.25,294.3,11.11,294.9,11.52,15.34071,30.898867,185.68665,333.55261
11.69,69,1015.5,0,0,100,0,10,100,318.62,13.55,286.99,14.15,284.74,12.66,284.83,14.4,23.185327,34.590618,212.22912,2011.6776
13.27,62,1015.5,0.2,0,10,0,10,10,314.17,14.69,287.1,15.28,285.02,13.8,285.12,16.2,35.938618,42.254172,232.72543,643.33075
12.52,62,1014.7,0.3,0,100,0,10,100,300.82,15.6,288.85,17.31,286.93,15.14,288,18.72,49.944621,52.097842,247.86234,270.26056
12.32,62,1015.2,0.1,0,23,0,10,23,199.36,16.78,292.71,18.58,291.6,15.98,292.52,20.16,64.36801,62.975614,259.76118,54.054428
12.35,62,1015.5,0,0,15,0,10,15,142.4,16.42,296,18.2,294.54,15.46,294.78,20.16,74.449637,70.75336,266.98952,0.85942029
6,95,1018.5,0,0,100,0,11,100,0,4.61,141.34,3.83,138.81,5.86,137.49,4.68,102.32057,91.82282,74.326775,24.036111
5.2,98,1019.1,0,0,0,0,0,0,5.34,4.07,135,5.82,111.8,3.83,138.81,6.12,87.738979,80.863737,84.026971,372.01633
7.46,91,1018.6,0,0,100,0,0,100,124.6,2.88,90,2.97,75.96,1.94,68.2,0.72,73.123154,69.569586,93.802585,673.71194
10.17,80,1017.9,0,0,10,0,0,10,308.83,4.33,41.63,4.84,41.99,4.61,38.66,2.88,58.599601,58.373557,104.5305,424.6357
12.07,70,1018,0,0,10,0,0,10,485.05,5.35,47.73,5.9,52.43,5.86,47.49,6.12,44.331419,47.775915,117.46058,2034.7373
13.27,63,1016.6,0,0,23,0,0,23,591.85,5.77,86.42,6.48,90,6.13,86.63,9.36,30.714819,38.577165,134.47984,1796.2694
15.34,54,1015.8,0,0,100,0,0,100,654.15,6.13,130.24,6.88,132.88,6.37,132.71,11.16,19.293009,32.208247,157.63673,1966.31
14.86,52,1016.4,0,0,100,68,13,100,563.37,4.38,80.54,4.68,90,4.68,90,12.96,15.684947,30.553182,185.84963,498.52909
15.63,49,1015.6,0,0,100,100,23,100,582.06,4.02,100.3,4.68,112.62,4.55,108.43,9.36,23.451198,34.293318,212.57559,772.99624
15.75,49,1015.3,0,0,100,74,26,100,536.67,2.19,99.46,3.4,122.01,2.9,119.74,10.8,36.127262,42.010613,233.11515,933.39628
15.89,47,1014.4,0,0,100,34,29,100,451.23,0.8,26.57,1.48,104.04,1.08,90,9,50.089699,51.891405,248.23325,177.06391
15.18,50,1013.9,0,0,100,56,27,100,248.31,4.1,322.13,2.9,330.26,2.9,330.26,11.88,64.485262,62.788763,260.10399,81.685446
5.42,80,1013.9,0,0,100,0,0,100,0,4.39,235.01,5.94,255.96,4.39,235.01,6.48,102.27352,91.539946,74.103262,56.527778
5.58,79,1013.4,0,0,100,0,100,5,5.34,5.48,203.2,4.83,206.57,5.35,199.65,5.76,87.715363,80.598714,83.790243,460.13803
7.9,72,1012.9,0,0,0,0,0,0,142.4,6.13,183.37,8.05,190.3,6.12,180,21.6,73.116608,69.302881,93.55183,1218.4761
10.74,61,1011.2,0,0,0,0,0,0,334.64,15.27,225,17.31,225,15.53,225.94,31.32,58.617321,58.098643,104.26561,2019.5456
11.97,50,1010.9,0,0,10,0,0,10,492.17,15.62,244.03,17.24,241.29,15.95,241.7,39.6,44.385268,47.482296,117.19054,2026.7763
11.02,54,1011.1,0,0,100,0,62,100,334.64,14.2,329.53,14.92,340.25,14.12,340.64,39.96,30.831759,38.254492,134.24544,1455.0139
11.12,49,1011,0,0,100,0,10,100,324.85,9.39,302.47,9.5,294.62,8.37,295.46,36,19.532471,31.85861,157.54565,1584.8421
11.1,55,1013.2,0,0,31,0,0,31,338.2,11.97,316.22,12.48,313.83,11.97,313.78,32.4,16.026745,30.210459,186.01207,1259.9978
11.58,50,1013.1,0,0,45,0,10,45,351.55,10.31,294.78,10.64,293.96,9.83,293.75,28.44,23.716137,33.998905,212.92241,1840.981
12.93,45,1013,0,0,10,0,10,10,509.97,11.16,270,11.89,268.26,11.17,268.15,11.16,36.315511,41.769634,233.50409,1291.5045
12.91,43,1012.4,0,0,10,0,10,10,525.1,10.9,262.41,11.3,260.84,10.66,258.31,12.6,50.233904,51.686857,248.60226,671.48744
11.95,42,1012.4,0,0,56,0,10,56,251.87,11.21,275.53,10.81,271.91,9.72,270,28.8,64.601247,62.603285,260.4443,301.05447
10.83,50,1012.7,0.2,0,100,0,63,100,158.42,21.89,306.3,25.99,306.55,21.99,309.69,37.08,78.978515,73.745697,270.53719,0.014465409
2.79,85,1018.7,0,0,100,0,0,100,0,12.68,325.41,17.43,321.71,13.48,325.89,16.92,102.1013,91.164884,73.964068,27.524294
2.58,85,1018.7,0,0,100,0,31,100,7.12,10.7,317.73,14.26,315,10.97,318.99,16.2,87.693146,80.336824,83.554301,219.09665
3.41,82,1019.2,0,0,100,0,0,100,111.25,10.97,318.99,13.25,317.2,10.23,320.71,14.4,73.112032,69.039734,93.30142,453.2504
4.4,79,1018.8,0,0,100,0,0,100,258.1,11.61,330.26,12.18,325.84,10.5,329.04,14.04,58.63747,57.827528,104.00036,774.27258
5.76,74,1018.9,0,0,100,0,0,100,411.18,11.5,339.86,10.97,336.8,9.69,338.2,13.32,44.442059,47.192647,116.91896,1534.3463
7.56,67,1017.5,0,0,100,0,0,100,633.68,10.95,350.54,10.24,349.88,9.47,351.25,13.68,30.952068,37.935707,134.00794,2567.4989
9.67,59,1016.3,0,0,2,0,0,2,788.54,13.08,352.09,12.07,349.7,11.25,352.65,15.84,19.773747,31.512384,157.45128,2920.693
12.49,49,1015.1,0,0,100,100,100,0,827.7,10.44,360,10.08,360,9.72,360,15.84,16.365904,29.870756,186.17387,2921.894
13.57,46,1014.7,0,0,100,100,100,0,782.31,10.81,358.09,10.45,358.03,10.08,360,17.64,23.979932,33.707416,213.26944,2650.575
14.22,42,1015.3,0,0,100,100,100,0,698.65,11.97,353.09,11.57,354.64,11.17,358.15,18.72,36.503035,41.531161,233.89178,2108.7831
14.28,40,1014.3,0,0,100,100,100,0,599.86,12.22,346.37,11.87,345.96,11.01,348.69,18,50.377157,51.484279,248.969,1498.6501
14.38,38,1014,0,0,100,100,100,0,511.75,12.41,343.14,12.41,343.14,11.53,345.53,20.88,64.715898,62.419221,260.78188,662.05833
14.16,41,1014.7,0,0,100,100,100,0,405.84,12.41,343.14,12.31,344.74,11.44,347.28,18.72,79.127175,73.610374,270.89187,33.6341
13.69,48,1019,0,0,10,0,0,10,652.37,23.78,177.4,26.29,178.43,23.78,177.4,19.44,29.423067,35.744468,136.30109,2581.0272
15.44,47,1018.2,0,0,10,0,0,10,776.08,20.63,186.01,22.1,186.55,20.6,185.01,18.36,20.506021,30.495441,157.1478,2782.8494
14.45,55,1019.8,0,0,100,0,10,100,316.84,8.35,262.57,8.76,260.54,8.47,257.74,13.68,17.366632,28.870849,186.65386,2626.1294
13.83,58,1019.9,0,0,100,0,10,100,194.91,8.4,329.04,8.65,343.07,8.31,342.35,11.52,24.762787,32.8512,214.3097,1800.1336
13.68,58,1020,0,0,100,0,0,100,199.36,4.68,337.38,4.38,350.54,4.38,350.54,6.12,37.0602,40.831326,235.0459,706.18708
13.97,56,1020,0,0,100,0,0,100,289.25,5.09,351.87,4.69,355.6,4.33,355.24,15.84,50.800104,50.888439,250.05443,844.50941
13.86,55,1019.8,0,0,100,0,0,100,260.77,6.85,356.99,6.12,360,5.76,360,14.4,65.051047,61.875664,261.77712,407.97437
13.6,55,1020.3,0,0,77,0,0,77,195.8,9.72,360,9.36,360,9.01,2.29,21.6,79.518901,73.174558,271.89765,33.350815
4.01,93,1022.8,0,0,45,95,45,0,0,8.12,192.8,7.2,126.87,9.26,193.5,5.4,102.05882,90.179612,73.00263,79.005278
4.6,94,1022.2,0,0,51,63,51,0,16.02,8.91,194.04,7.93,177.4,9.61,192.99,7.2,87.619049,79.322816,82.619456,573.94442
8.64,76,1021.2,0,0,100,100,100,0,169.1,6.95,201.25,9.35,195.64,7.17,197.53,8.28,73.113452,68.024499,92.304606,1291.7967
11.92,63,1020.4,0,0,100,100,100,0,332.86,5.9,217.57,5.99,212.74,5.69,214.7,6.12,58.741794,56.782885,102.93731,1697.3794
14.08,48,1019.5,0,0,100,100,100,0,484.16,3.98,275.19,3.96,270,3.96,270,9,44.697202,46.075742,115.81881,2295.5119
15.79,38,1018.8,0,0,100,100,100,0,600.75,4.1,307.87,3.71,299.05,3.4,302.01,8.64,31.463831,36.701697,133.02758,2689.6781
17.17,34,1018.1,0,0,100,100,100,0,705.77,2.6,326.31,2.31,321.34,2.1,329.04,6.84,20.751739,30.163858,157.0393,2518.3639
18.36,37,1016.7,0,0,100,100,100,0,720.01,1.94,291.8,1.48,284.04,1.48,284.04,13.32,17.693692,28.543986,186.81164,2813.4818
19.28,35,1016.5,0,0,100,67,100,0,708.44,4.35,335.56,3.55,336.04,3.42,341.57,14.4,25.020113,32.571886,214.65585,2406.676
20.16,33,1016.2,0,0,36,20,36,0,804.56,5.63,333.43,5.15,335.22,5.01,338.96,15.48,37.243583,40.603242,235.42722,1982.0331
20.39,32,1014.9,0,0,35,5,35,0,742.26,7.24,333.43,6.44,333.43,6.29,336.37,16.2,50.938442,50.693802,250.4109,1384.8917
20.3,32,1014.8,0,0,0.3,1,0,0,623,8.37,334.54,8.09,339.15,7.97,341.57,17.64,65.159557,61.697399,262.10267,595.7528
19.7,34,1014.8,0,0,0,0,0,0,461.02,8.77,340.82,8.83,348.23,8.83,348.23,17.28,79.605528,73.000359,272.1996,36.930556
11.16,47,1015,0,0,100,100,100,0,0,6.13,183.37,3.08,159.44,6.48,180,1.8,112.99639,98.079817,65.410665,10.2
11.01,48,1015.1,0,0,100,100,100,0,0,6.52,186.34,2.52,180,7.21,182.86,2.52,102.02025,89.918907,72.786146,112.79444
11.24,53,1014.6,0,0,100,100,100,0,10.68,7.59,185.44,6.49,199.44,9.75,184.24,5.4,87.604392,79.078225,82.38825,489.34417
12.94,50,1014.6,0,0,100,100,100,0,100.57,6.21,190.01,10.37,200.32,6.21,190.01,6.48,73.118744,67.780468,92.056976,924.04183
14.93,42,1014.1,0,0,100,100,100,0,205.59,7.24,206.57,7.73,207.76,7.24,206.57,11.16,58.773664,56.532131,102.6715,794.80667
16.34,42,1014.3,0,0,100,100,100,0,287.47,10.44,223.6,11.21,222.4,10.2,222.14,14.4,44.767618,45.807443,115.54081,890.54361
16.73,48,1013.7,0,0,100,100,100,0,308.83,14.28,213.69,16.28,215.1,14.78,214.08,17.28,31.598637,36.40407,132.7752,828.69566
16.92,45,1013.6,0,0,100,100,100,100,321.29,20.17,214.82,23.19,216.16,20.67,215.07,21.96,20.998307,29.836459,156.9274,1319.9406
16.51,38,1013.8,0,0,100,100,100,100,251.87,20,203.33,23.03,204.96,19.67,203.75,24.84,18.018005,28.220843,186.96792,672.48232
16.98,40,1013.2,0,0,100,100,100,100,314.17,25.87,201.21,30.02,202.57,26,201.95,36.72,25.27562,32.295946,215.00088,478.04333
16.6,41,1013.2,0,0,100,100,100,100,329.3,25.12,207.3,29.31,207.82,24.95,206.57,33.84,37.425636,40.377913,235.80617,438.2545
16.04,41,1012.4,0,0,100,100,100,100,231.4,22.1,210.32,26.18,211.5,22.6,210.65,40.32,51.075308,50.501225,250.76425,415.7237
16.11,41,1012.6,0,0,100,100,100,100,237.63,21.39,216.1,25.2,216.87,21.6,216.87,30.24,65.266343,61.520635,262.42482,183.96861
16.09,39,1012.6,0,0,100,77,100,100,235.85,23.11,217.41,27.89,219.24,23.84,218.25,39.24,78.602703,71.979897,271.77748,30.434967
